VoxCeleb2ID,Reference,Publish Date
id09098,f2DcBogJEvs,2014-09-04
id09098,OB0xPBUym6A,2014-05-23
id09098,boh1zYvpT4w,2013-02-13
id09098,a1Pp3n9pBdo,1800-01-01
id09098,CAxUy6yecgY,2011-03-02
id09098,zD08Z0uucQE,2016-01-12
id09098,ncE69yaKckg,2011-05-31
id09098,0g_821Q5AZ8,2010-02-08
id09098,tLBjfp04OGM,2015-08-24
id09098,f73H4SqaQYE,1800-01-01
id09164,YHMvwjMxPzw,2014-09-07
id09164,MAYlPg8EWQ8,1800-01-01
id09164,JNJQr69cYKo,2012-10-11
id09164,xTmk8Mgh3Jc,1800-01-01
id09164,Wy4HIq8F9tQ,2009-10-23
id09164,KlEcqdBkdPQ,2013-03-07
id09164,OuWDu_4ZIuk,2012-03-01
id09164,vgW3phBBGZE,2015-12-12
id09164,ebuPGEUBaTc,2016-07-01
id09164,qdt6P2Z88EQ,2016-10-24
id09164,bLU6pB5dXAs,2015-05-02
id09164,XW5OS8Zfy50,2013-06-21
id09164,m7hR_TOX84Y,2016-03-24
id09164,qPVThRAW6T0,1800-01-01
id09164,pqg1VJaRW2M,1800-01-01
id09164,cDWZq1xlMXI,2015-01-26
id09164,Dw5E_SWNRNo,2012-10-16
id09164,Sa0Grc3ZEDc,2016-02-07
id09164,nrjNKYlQiy8,2011-06-01
id09164,VRT83yPu0J4,2016-07-06
id09164,VsfQUtkf27c,2014-02-23
id09164,J24BPFMW_7g,2012-09-29
id09164,CZtqzV9KzNU,2016-10-28
id09164,114CHsgzlZ0,2011-06-02
id09164,cPQfpJP2a94,2014-12-15
id09164,FJu-BZnJscY,2017-01-07
id09164,86gELjs8yZo,1800-01-01
id09164,aQFy7eTKkbY,2013-02-14
id09164,9NESBjwEho0,2014-10-15
id09164,szSDbcbMYIs,1800-01-01
id09164,B4pcoGVcU3U,2014-09-06
id09164,slatwtl0d8s,2015-11-30
id09164,ox8HSxEbMgg,2012-03-30
id09164,sY9-roVs2KQ,2012-11-17
id08923,aHHUIDojNTc,2015-12-15
id08923,Wo0F3e58-tk,2012-01-09
id08923,rEezh9u0s_U,2012-01-09
id08923,5-_gCdeEJD8,2013-02-25
id08923,DbCxpUOom5s,2012-12-05
id08923,qeUwQW1NWBo,2011-11-30
id08923,ZjqEvh7MSKo,2014-03-22
id08923,sRsUdaH42zM,2014-02-24
id08923,IYHQWvvg4cA,2013-01-22
id08923,VVd9RqWpecM,2017-01-29
id08923,boeX6pLqeMs,2016-04-30
id08923,m65K_8vtTZM,2017-01-29
id08923,Lg2XLkA41BA,2015-04-19
id08923,OWqrhZ4FwH0,2013-09-10
id08923,8g4p_IhMyf4,2016-09-10
id08923,5qiK9K-zsfg,1800-01-01
id08923,s31KT1m9tpE,2012-01-09
id08923,re_Z4at2mxY,2016-09-13
id08923,pU6cAIGiwk0,2016-09-09
id08923,97rzYy3yjuo,2012-01-09
id08923,ruwBrEUCXJo,1800-01-01
id08923,HTxUbmCqky0,2009-02-17
id08923,BM_qUvVRLX8,1800-01-01
id08923,NgMFkUrihmk,2013-12-12
id08923,ACUQ9s6ZjDQ,2010-01-07
id08923,T7ipyVIw_4k,2014-04-29
id08923,zF0m0moKxKw,1800-01-01
id08923,QPHM6rIlv5Y,1800-01-01
id08923,mEu5OtvEd3o,2017-03-24
id08923,XBZHpYb8xHM,2017-02-07
id08923,Eb9gg1CWbl4,2016-05-17
id08923,zn4Puoc8OE0,2015-11-18
id08923,L4SiTbq_RE8,2015-12-18
id08923,BIN2PeoN6gg,1800-01-01
id08923,FvudwtK_4JM,2017-03-24
id08923,9JNWhB_F7sw,2016-05-04
id08923,arUCnRnuvXQ,2014-10-09
id08923,l5iDNFU9vn0,2009-01-20
id09071,spC3zAeHoJs,1800-01-01
id09071,MNKyAthzGfI,2016-02-29
id09071,RwBmIHLF2T8,2009-11-09
id09071,kMQFClMTUUk,2017-01-11
id09071,evswEAQC1w0,2014-12-18
id09071,SESPNmCTVC4,2012-07-09
id09071,w5LSKT4ZbG0,1800-01-01
id09071,x4MrhUSMMAw,2014-02-01
id09071,YOk3f5h75PA,1800-01-01
id09071,fzxBaMRlH7Y,2017-02-02
id09071,Vpr_KaaRjW0,2013-10-27
id09071,DmDRr6Z5_Os,2009-11-09
id09071,lfTmah-2Z-U,2015-08-16
id09071,vvaPbV-pZOI,2017-02-10
id09071,hZp0V8kRxWA,2010-01-06
id09071,PLvCW5hcnQk,2010-08-30
id09071,peFnsuWQoog,1800-01-01
id09071,YeJbZTXfNRs,1800-01-01
id09071,HgMDzdk3FpQ,1800-01-01
id09071,p5jDGcPqpzM,2014-10-22
id09071,u-2JeWkxk1o,2008-12-24
id09071,XNZZE1mQIPM,2011-11-03
id09071,1o-0BTD08Ds,2011-10-31
id09071,yXXMSMfEBGo,1800-01-01
id09071,QPzeuieoljY,2010-10-17
id09071,voHmErf3t4I,2017-05-25
id09071,aTxIdrKVKNE,2012-01-21
id09071,d-ZFOqAF_qI,2017-02-04
id09071,6j57jBd6uv0,2014-03-13
id09071,rAih1dvdFP0,2014-05-31
id09071,5VALDJWctqc,2016-08-16
id09071,RFwNRzFPTU0,1800-01-01
id09071,kzJ-kXaQenQ,2015-12-09
id09071,t2NTsYGSz1Q,2015-08-29
id09012,K5oMJK4QSyE,2016-10-14
id09012,2o4atyTB4XA,2013-06-06
id09012,2R1QYkfk2fE,2013-10-04
id09012,P3eHCpPqo-4,2014-10-06
id09012,z0DfYcWI4aA,2017-01-31
id09012,dtjgTAha388,2013-11-07
id09012,T8WGS2vgsbs,2013-05-06
id09012,LZ3NJ95svlY,2009-12-07
id09012,jDX8oWHTfjM,1800-01-01
id09012,RTllk8YpoMg,2017-03-07
id09012,x_zzUzFpox4,1800-01-01
id09012,m6QyJheSEr8,2007-11-23
id09012,jUGDimXzlNw,2015-11-04
id09012,fy-Y9DQWb0Q,2012-12-17
id09012,xzbpZKEZhlA,2010-06-01
id09012,iO6_EilkQNI,2013-08-31
id09012,cH0KIzU7l4s,2017-03-04
id09012,fEbQo9As7qI,2017-05-15
id09012,xrVAhW6DT3I,2011-12-12
id09012,bZK2wWvn8fo,2015-09-10
id09012,NMjbtAvjCak,2017-02-22
id09012,UWd8ObyZj5o,2017-04-14
id09063,VLTEOS4xfO4,2015-09-14
id09063,hj9P57GhQCM,2015-07-31
id09063,hp5_fw9MUrI,2015-09-14
id09063,SoVtLGptvkc,2015-09-22
id09063,HChMRJSe5T8,2015-09-21
id09063,i3NqjTVHkVQ,1800-01-01
id09063,maMyt6ZQOQE,2016-07-14
id09063,At_CxjLIOko,2008-12-04
id09063,37Iu0itWBuU,2016-07-14
id09063,0uucyzmZ_24,2015-09-10
id09063,H8RzaQ3hs8k,2015-09-14
id09063,Za3XDt2727s,2016-07-15
id09063,OMBdzln68_I,2015-09-10
id09063,2vIe_cAfc7Y,2014-10-07
id09063,8L0YSWk6HD8,2015-09-11
id09063,kQDtzvwddr0,2015-09-14
id09063,IqG3fRbQX40,2008-06-11
id09063,8D927O68yQU,2015-09-10
id09063,XxmAjA53RpI,2016-07-14
id08618,u8NFoEmrIBY,2010-08-05
id08618,SsskmjLL_7U,2011-09-10
id08618,0SP2RP_Xg7M,2010-03-24
id08618,q5XzRahRR4U,2012-10-23
id08618,pNa6Sm-NPDQ,2017-01-16
id08618,xmm6L8gpMds,2013-06-27
id08618,HgqUBUTJBrk,2010-02-20
id08618,OqcXF7iAVCw,2010-04-25
id08618,xK5k31894hw,1800-01-01
id08799,cJGtasAOIx8,1800-01-01
id08799,9DgWnYjvzWY,2014-09-08
id08799,BgpTXSoHHQU,2015-09-21
id08799,GTFWm6aTxEo,2012-12-28
id08799,fceJpY_1vRQ,2011-02-18
id08799,p_OAkpkpFhc,2011-06-15
id08799,hjkqQVMheeU,2012-12-28
id08799,Z3tKQ2GsAIo,2015-10-14
id08799,wuNbNT8b64U,2015-09-06
id08799,tiYYvl230UQ,2008-01-15
id08799,gUaH6Ct8xjs,2015-09-04
id09215,8q99dA65Qu4,2015-08-11
id09215,QZ0X9aIszhE,1800-01-01
id09215,XfZ1y1j7bus,2012-04-07
id09215,9kc4JNwTLaM,2010-03-09
id09215,Eld6Uhs3ghw,2012-11-17
id09215,wyuTBFgDNSA,1800-01-01
id09215,X6q_X-bf5GI,2016-07-03
id09215,LL5rVd3_klU,2012-11-15
id09215,F_CNCaLuDt8,2012-04-09
id09215,A6sWpZjSJFk,2015-05-08
id09215,_p-PEvzFxOk,2012-09-25
id09215,bcMwwlvuDS4,1800-01-01
id09215,yHiDOytgM70,2012-09-17
id09215,o-bpM90Iuls,2013-02-02
id08637,SDxS_Zgk3fY,2007-11-23
id08637,vfBSd1T8NbI,2016-11-03
id08637,_FDcsMVne4M,1800-01-01
id08637,wU1IS9UrztU,2013-05-12
id08637,SQtYLLcU3Ko,2016-11-03
id08637,JbYclIjQOXw,2010-03-25
id08637,idQd94_Xpjs,2015-03-25
id08637,79xJmdKAvGA,2016-11-03
id08637,OzCJOf2HNNA,2013-06-28
id08637,Ek3bkjwziwo,2016-11-03
id08637,OW_6S1DMMpg,2013-03-16
id08637,NfnVAhxkvMM,2016-11-02
id08637,B9v5sFGPbOs,2015-03-28
id08637,EvVhWkoMnDA,2013-05-14
id08637,ji_mMzgCd2Q,1800-01-01
id08530,V05Triwf5lg,2007-12-30
id08530,kzZxWLfZ8Vw,2010-12-18
id08530,7G0TdwMvW9U,2014-12-31
id08530,p3PKnyEl6I4,2013-11-23
id08530,kIXUDZ_o8Cg,2014-01-06
id08530,_K2r7yUQ6C4,2011-07-17
id08530,V9PuUsQfEHk,2011-03-13
id08530,0HI-SQ9hnok,2012-01-04
id08530,kwg4lTjTdFw,2015-01-06
id08530,8-flHAu3DUQ,2010-12-05
id08530,FCGwmVjaws4,2014-02-05
id08530,TO64Ob-zPJ8,2013-11-29
id08530,OBYZs3Ekr20,2011-11-27
id08530,Ojg-17wjxz4,2015-03-19
id08530,WuXRO416pV4,2010-11-28
id08530,YVgTkd1Ta-w,2012-10-03
id08530,cZ8I9XaLt9g,2015-11-26
id08530,ZW6Wrv42nLc,1800-01-01
id08530,z_Dx-JME5GM,1800-01-01
id08530,Mv9At549V4o,2012-01-15
id08530,gU9EKclRVPc,2014-02-04
id08530,uoiwbUorzes,2011-03-05
id08530,YVTavDx7S-8,2013-12-14
id08530,EHiex2oTIxE,2016-01-25
id08693,CfBABzZ4GG4,2013-06-25
id08693,s_3o2Q_6RYU,1800-01-01
id08693,V0aRMPtNXFc,2011-10-28
id08693,ieE-_x8dLao,2009-03-19
id08693,bUHJtu8zalg,1800-01-01
id08693,43t5jRkduEc,2013-03-14
id08693,nFUFRtBUWjk,2007-03-20
id08693,sD_6vIhE2dg,2009-11-12
id08693,YTMb_dLXAVE,1800-01-01
id08693,GCNzNvMcomU,2010-10-20
id08693,QNr0r3Pvdaw,1800-01-01
id08693,7U_7z5YDyUU,2007-03-20
id08693,7TGj6RqfjwQ,1800-01-01
id08693,X_G0_rBjABs,2010-01-18
id08693,1DLWl7PmdqU,1800-01-01
id08693,Nc70U3tA8L4,2013-06-23
id08693,uyma8-K4EIc,2014-02-20
id08693,0xXVgMz4bXs,2007-03-20
id08693,ShKNDFkCRLY,2013-03-09
id08693,Qwz_3VYXCuY,2009-11-15
id08693,JOyUiPHVQnM,2017-04-19
id08693,Fb7HiTrNsxQ,2013-03-14
id08693,i4a1UBNUTVA,1800-01-01
id09172,JLKEaQREw3o,1800-01-01
id09172,JaKr06s3wDw,2017-04-13
id09172,L2mKDj3cpaA,2017-05-26
id09172,Il6vRAUXTIY,2017-02-13
id09172,oKS0mtMgQeA,1800-01-01
id09172,GfiGCYmyXoM,2017-01-31
id09172,M-4AB74j-uU,2017-02-14
id09172,CBs28TndnYE,1800-01-01
id09172,wszAkyLggYs,1800-01-01
id08700,1rGHwnLvrT8,2011-04-29
id08700,jXCrbtfPZq8,2012-11-24
id08700,xfKoBBq-BZU,2011-01-26
id08700,pQLXXwsPUFw,2012-04-25
id08700,8C8fhH9E44E,2011-01-25
id08700,9ecS4yeJp_E,2012-11-24
id08700,gKgpktNfSTc,2016-11-22
id08700,CNH89Zu_8s0,2016-10-21
id08700,OhJ-QDt-208,1800-01-01
id08700,pMR2QhJZy-o,2015-07-30
id08993,2Irp9vqTPmA,2016-01-19
id08993,9MhBVPotGVs,2015-09-09
id08993,3HuStTRbcg0,2014-09-25
id08993,0j4lX7Xxvfk,2013-11-04
id08993,BKxY3da0tfc,2013-07-09
id08993,IM-RJmkFdIo,2017-04-03
id08993,_0oPZP-2c1Q,2014-07-29
id08993,EtSsbEywkF0,2013-11-03
id08993,8Y8N1WjuCZw,2013-10-18
id08993,e6bfPZibt1I,2015-04-07
id08993,8OK99-VqGJQ,2011-10-19
id08993,FlP0oV-LbVU,2017-04-03
id08993,NMtZSqGb4DQ,2013-05-24
id08993,7j7e3-YXr_s,2015-09-09
id08993,eqeHxYWUhDw,2017-04-03
id08993,ilZfjS4S-HI,2014-09-25
id08993,0BUR_R4VOD8,2008-08-30
id08993,0lFJl-H8x9g,2017-04-03
id08993,AaDGLQQDeRU,2016-08-16
id08993,2WuTLgfq1wM,2015-07-30
id08993,hiUJoe2plto,2017-01-27
id08993,2l7DYrXH-UE,1800-01-01
id08993,21KqoWU88cw,2015-09-09
id08993,q4E64y1uMqE,2015-09-09
id08993,8IYp7f2yYbc,2014-03-26
id08993,EKbuwmaiQ48,2013-10-25
id08993,xqWVOfaSSIE,2015-07-17
id08993,Aa7KqJ-adfA,2016-11-23
id08993,hrNbq-ynOEw,2016-07-27
id08993,BZeDbal8Y2k,2015-09-09
id08993,6dDwZIjHOaw,2016-03-10
id08993,04bInBYxllg,2015-09-09
id08993,qnHXNM6tgRo,2014-02-22
id08993,F8KXTq-k7Jc,2013-12-12
id08993,hhaFW0AhMH4,2017-04-03
id08993,MDxeodvrDQo,2015-09-09
id08993,HALWvRW6QF4,2015-08-05
id08993,fSsm3CIYZmQ,2017-04-03
id08642,WvX2E5BGMXg,2015-03-07
id08642,VaqUBeIiA2s,2011-10-12
id08642,N9Z_pRVwxpY,2014-08-26
id08642,Z44aQnHDtZA,2015-01-07
id08642,fw7gWQrh9_I,2016-04-05
id08642,cbaACgfRbd4,2014-07-21
id08642,4JwcCd0R-vk,2016-05-28
id08642,b1oOOMKtVV4,2010-01-24
id08642,UIAnToFUKMw,2016-07-09
id08642,3ftQR8Z-WrE,1800-01-01
id08642,bQuImtoOJ9k,1800-01-01
id08642,JmYItTdWD48,2014-03-30
id08642,TM4t-rAx77I,2017-03-14
id08642,IzUi_zjVxDs,2016-12-26
id08642,dDTNhr6b2bg,2015-09-04
id08642,wBfHdEgMM-4,2015-03-02
id08642,kqiJogzEjsI,1800-01-01
id08642,2dtYwdOW35w,2015-11-09
id08642,plpVyHj6Ys8,2012-01-29
id08642,Idfzoe0_XEg,2016-07-09
id08642,rGVtvVCiC_0,2014-06-18
id08642,4SGwoG0_uaE,2014-12-25
id08642,YD2gllIEOkg,2016-09-26
id08642,_l1DdcFozss,2016-10-13
id08642,s52ddokX1Q8,1800-01-01
id08642,xDI_CXQpYCg,2016-03-29
id08642,0ynGVfjK5l4,1800-01-01
id08642,qksmOok10Tc,2011-12-07
id08642,yJ3Yn0yiE9c,2014-03-10
id08642,WHWpdcbPRp4,2017-04-12
id08642,tjbkDqW-7QA,2016-07-01
id08642,ep9VgCpXmrg,2012-01-29
id08642,_01Y__xxJhk,2015-04-21
id08642,wZZ21-sJy_s,2016-04-11
id09145,94GRJvYOFMc,2013-07-02
id09145,Pr3ApYHh4_I,1800-01-01
id09145,qONBtGXCvpw,2010-03-09
id09145,8tR3A-02Oac,2012-11-14
id09145,tVR23LvZGI4,2015-11-12
id09145,xNzGrenBqRI,1800-01-01
id09145,bN-ErLZ9ew0,2010-10-14
id09145,1zzMgWbAmec,2013-12-05
id09145,ZUVmhaYYRpQ,2011-01-17
id09145,mta-Kd37fr4,1800-01-01
id09145,H4pI1FR9g2I,2017-03-18
id09145,fGdhDOAp61g,2011-10-13
id09145,TY2IRO5Qh-4,2016-10-19
id09145,Dbf9MiCyCLo,2012-11-03
id09145,QXVIbumwCHQ,1800-01-01
id09145,Oda3y9HRqg0,2009-09-29
id09145,uLsOJ98ETBI,1800-01-01
id09145,7-DXrr0Omtk,2013-11-23
id09145,Yd8rkfrbwU8,2013-08-07
id09145,2noy8tDkO5E,2014-02-10
id09145,42-shW43TNM,2013-10-07
id09145,YqI93M7wzfU,2015-02-10
id09145,F1-a4f7Gb1U,1800-01-01
id09145,nKKiLErssts,2017-02-17
id09145,M5JxVJ6eoEo,2010-03-13
id09145,hpnuptLAIW8,2013-10-07
id08929,fp_SwGogR7E,1800-01-01
id08929,ON0aNqoFCdA,2011-04-13
id08929,lplRjQLLu1s,2010-07-20
id08929,0t3ObY8kJGk,2013-05-19
id08929,tZQoqCUBdiI,2012-01-14
id08929,Hm9eEFzweGs,2011-08-02
id08929,nNe-VwUdmm8,2017-03-11
id08929,HN2s9ZHANrI,2009-12-23
id08929,6F0R_AmU6_s,1800-01-01
id08929,bGwNbE2WoNM,2011-06-09
id08929,YiwZI-cLnCU,2013-10-28
id08929,pDgSyf-pEl8,2013-12-29
id08929,6RM3g90uVe8,2011-06-16
id08929,tq3zHbu37WE,1800-01-01
id08929,_XaFa-IaSss,2011-08-03
id08929,mvKhDNjbahw,2015-05-22
id08929,gYc7aAuHuqE,2015-04-13
id08929,UKZmQLIY1Do,2010-07-17
id08929,jtuooUGoLeE,2017-03-09
id08929,8gLU8PtDLu0,2010-10-27
id08929,dpykGJbznjQ,2013-01-20
id08929,7sN3gz08-rw,2014-05-26
id08929,PhMxVnBQsoQ,2015-05-26
id08929,IeCzLXjjOtE,2011-07-19
id08929,_ErYAjB2huI,2011-08-07
id08929,nHb-JjoQgVE,2013-12-28
id08929,SbJ7z351Vo0,2013-11-09
id08929,uOnjYt4tzY0,2015-05-22
id08929,a_Icc5_wUdY,2016-10-06
id08929,uJuY2wXO9Gw,2015-05-21
id08929,gJMPv9SUBek,2015-05-23
id08929,K5jMB-5I3OU,1800-01-01
id09240,pu2giqPc-Jc,2015-09-07
id09240,VMGh1t4ug3o,2011-10-13
id09240,xd6a_TugYjs,2012-08-30
id09240,0royTOYbIiQ,2016-05-27
id09240,W-1Lhx61kxI,2012-05-05
id09240,HCghpNCfsnU,1800-01-01
id09240,Gb18WTq9dOo,1800-01-01
id09240,8HEaEYZnKvc,2016-12-09
id09240,Wo17rvZhtAw,2014-06-02
id09240,uUCwV9lfqx0,2015-11-02
id09240,fWMTsaN4Ofo,2014-06-16
id09240,LE--8zDA-Dg,1800-01-01
id09240,z8JZkoXxct0,2014-06-02
id09240,JPHtGTkCYbY,2015-11-27
id09240,bcoqC_HExUk,2015-09-17
id09240,ooYf0K-82h4,2013-02-02
id09240,fJEy1e75x4Y,2015-11-06
id08677,BryoR6aAsVE,2010-11-02
id08677,dFpYLRTfD8A,2012-05-03
id08677,eFW1U6cOHrE,2011-12-19
id08677,Ij9L99tABLM,2007-10-19
id08677,K7pTrL068Xc,2010-11-01
id08677,6kQX7H26vXI,2009-06-23
id08677,GI9CwBeQgw0,2013-01-22
id08677,9Q2w9DuQeOM,2008-03-17
id08677,8_7Uf8eTXe8,2007-11-04
id08677,Kdo_G0qqYw8,2010-11-03
id08677,r2e6zF5tHY4,2017-01-26
id08677,WZBzQaJuesY,2008-04-03
id08677,7t0vJ1gJZ8A,2012-03-18
id08677,08qiOQOQ074,2010-11-02
id08677,80ZoUjxYuts,2010-11-02
id08677,xTI8-j_AYxI,2010-11-02
id08677,LMdIa7QXAnw,2008-11-11
id08677,AkahonDLJMU,2012-11-30
id08677,Wpz9H7VPW38,2012-05-03
id08677,HWwI_lW90B8,2008-03-17
id08677,8ZG7KGLKdNU,2010-11-03
id08677,93NlQoJyJ-w,2010-11-02
id08677,SteTkAzL-Sw,2009-01-06
id08677,MASeyb00dtg,2009-06-23
id08677,tfJXfN5LzaM,2007-10-17
id08677,YMGU3ZRnACc,2012-05-03
id08677,QBAUZzGpIdM,2008-03-17
id09222,Yl2ozDglFfg,2010-01-28
id09222,0VdACWMwaSI,1800-01-01
id09222,cNe4bFNcTpw,2014-11-04
id09222,eG7pS_x2toA,2009-12-03
id09222,In-Kgpud--A,2012-03-26
id09222,V-b5lExD0ns,2013-10-15
id09222,y5eZ3QWnIDs,2017-02-08
id09222,Z_MOryHiFUc,1800-01-01
id09222,GH6tGBy28PQ,2009-12-03
id09222,31TOihi6FD4,2014-09-25
id09222,iwduvR-rnS8,2014-09-23
id09222,NmWoTZl5oEM,1800-01-01
id09222,8M4paAF8F6o,2009-12-03
id09003,aqu1PLvOMVo,2016-05-07
id09003,nSJQ_W266fQ,2009-06-03
id09003,yofSFA2HyBI,2011-02-22
id09003,rpNokZZerEE,2016-09-16
id09003,ezd7YVxjvlg,2016-08-11
id09003,nLoVfdVlCQY,2013-06-30
id09003,3q-e2wz0r6I,2013-08-02
id09003,m3z03CGQnLs,2014-10-27
id09003,gGq422FvcsQ,2016-05-02
id09003,E23XhvvxTak,1800-01-01
id08969,0DnKdVqz6zI,2012-09-04
id08969,3lRs78RBQ0c,2014-09-10
id08969,xO68YTugl6g,2014-12-12
id08969,PfgSzY26mao,2015-06-09
id08969,U7iDb10J8zM,2013-06-21
id08969,VX0tBl-zEII,1800-01-01
id08969,HXHCt1r3bNY,2013-05-28
id08969,SkLBgrZUWhI,2013-05-28
id08969,3KaRXN8Xzj8,2012-08-29
id08969,HSOTqh9Hybo,2013-08-19
id08969,DTyU9gHoEFc,2012-09-04
id08969,MXm6Rio8ahs,2015-10-17
id08969,p_kGHivFbPs,2012-07-17
id08969,wDo9p7zp5oU,2014-09-14
id08969,pgk39lKXSoM,2006-06-13
id09078,j78SaiRhvdk,2015-08-13
id09078,dKR5SI5XnIg,2013-08-06
id09078,UP3OD-Y1iOo,2013-08-15
id09078,iJVf4nfI9lQ,2016-09-22
id09078,kXYptJgX8ZU,2013-08-19
id09078,LusX0VV8-a4,2016-09-22
id09078,XXBLucpPW48,2016-08-03
id09078,hoNjK-fMOK8,2017-04-14
id09078,ZdDrDAKgBps,1800-01-01
id09078,6Irb6sYqy6A,2009-12-12
id09078,jJGe9dVcSn8,2008-02-20
id09078,V8Rmz8aecio,2017-02-15
id09078,25lAAL60WTU,2015-01-07
id09078,voVgBV5PVUA,2010-10-19
id09078,Udmw52PjOXI,2014-08-14
id09078,qKRvwcXjMDw,2015-11-16
id09078,R2pH44IafwY,2015-11-16
id09078,t7z2IcWq3CY,2015-11-12
id09078,WvzVkbXpvjA,2017-02-15
id09078,Ycmv505N7c0,2016-05-13
id09078,1stBOYW9aMk,2008-03-04
id09078,UmgLbcRblLE,2016-08-02
id09078,4IVxHZvukzQ,2016-10-20
id09078,1aoHf9QP7zY,2008-02-14
id08534,Ffm7iD827-M,1800-01-01
id08534,aVbkZmgejig,2012-06-11
id08534,DfwTkb8gVu8,2011-07-12
id08534,IRr5WmRByCc,1800-01-01
id08534,INyUyk_HfTQ,2011-07-12
id08534,tuLyXo9u-dg,2012-11-22
id08534,HpCBfgnAoVA,2011-01-24
id08534,l1E2tlsse8U,1800-01-01
id08534,UPTCGf_lQW4,2012-08-16
id08534,HftyTwY1xpI,2009-09-30
id08534,kcIihIRuJq0,2009-06-22
id08534,p3m2VAGnREk,2012-02-02
id08534,qlIHXf5dV7M,2015-09-10
id08724,gI8XvYcjMeQ,2012-11-27
id08724,aKK-tloGYUU,2016-03-21
id08724,U9xMyYGWYkE,2010-12-19
id08724,HBtW7-LDXQk,2011-09-07
id08724,_qO_GVbfAbA,2016-03-05
id08724,Qn-rZsAepQU,2011-11-27
id08724,nA3eRPHwSh8,2014-06-12
id08724,ujMgESJAvOI,2013-05-23
id08724,Br-sUmRLbkU,2012-11-27
id08724,H3ia1TR7g6A,2015-05-11
id08724,qLaScYB0-E4,2015-11-24
id08724,_O_656Hc3oM,2015-05-12
id08724,iLvlAOv7Oyo,2015-05-19
id08724,_LCxx3ci5QY,1800-01-01
id08724,ANdX3erSA3c,2015-05-21
id08724,LYdX3XZhgIE,2015-05-12
id08724,itccLMDhxqY,2012-11-25
id08724,xg4yACMzlAA,2016-12-22
id08724,6xgKyyQ1rCg,2015-05-20
id08724,8WhUXlQg_hU,2013-02-06
id08724,BwzrGzhGI7I,2015-05-20
id08724,JPX1Ov1JBCk,2010-07-19
id08724,MTVxn7SonMU,2013-03-17
id08724,hrIfFwzt4XE,2012-02-23
id08724,2e8S-CdY9fU,2015-11-12
id08724,vp27WEM4Y2g,2016-05-25
id08724,9UtzBi9g-6A,2015-12-02
id08724,DdrBZImh2jQ,2014-04-23
id08724,b7jhcXWyuKw,2014-07-17
id08694,opPh9uG29cQ,2016-07-07
id08694,ui6mOQe33Ew,2017-03-26
id08694,UbaLCyiByH0,1800-01-01
id08694,10RvgkZyhtU,1800-01-01
id08694,ZuZlgX1AawQ,2016-09-28
id08694,_pvtAY4kJYI,2016-09-12
id08694,PxhiWFSKGZc,1800-01-01
id08694,FsfTACo8Dw0,2017-05-04
id08694,QIh-CadZweI,1800-01-01
id08694,kyRE_XbKE1Q,1800-01-01
id08694,1l2P5BOS3uY,2013-12-14
id08694,5GsXrZSyIj0,2016-05-18
id08694,3J_h6TVKN-k,2016-08-25
id08694,vfzYVqBpuGQ,1800-01-01
id08694,_QWHswo2DVg,1800-01-01
id08694,6Z8pnk2rvYo,1800-01-01
id08694,OIHtr3N2Njs,1800-01-01
id08694,s4dOunOdpUk,1800-01-01
id08694,KQbH--a22uE,2016-08-24
id08694,gp_vjcjorEw,2016-09-12
id08694,ZOhI_4eoI2I,1800-01-01
id08694,jnMvKM1MSI4,2015-12-10
id08694,FdvCla0Ks48,2017-05-23
id08694,Ly9cKqTGaFA,1800-01-01
id08694,a3wZ6o3dvd0,1800-01-01
id08694,qjGfsduLFQw,1800-01-01
id08694,BJZyyVO-TJE,2014-02-25
id08694,4xPYuvPrvG0,2014-12-09
id08694,fxw_Nh_iXrk,1800-01-01
id08694,5NW4qeaYWGg,1800-01-01
id08694,ggcDZ8NGK_E,1800-01-01
id08694,eXwzZYA5y1Y,1800-01-01
id08694,Wx_Wslf5V-Y,2017-03-02
id08694,jOVX_3gCmkM,1800-01-01
id08694,UkGcmtF9HR8,1800-01-01
id08694,tOVbKKFtwYc,1800-01-01
id08694,fPUY__ZhtlM,1800-01-01
id08694,eQYKLDjUocI,1800-01-01
id08694,KiCwyXsny1o,2016-06-29
id08694,S3J63hjTBz0,2015-11-17
id08694,G5_a32bB-wA,1800-01-01
id08694,EgTiqWdqJS4,1800-01-01
id08694,g2qxyAKdg-A,1800-01-01
id08694,fTsIOqggfmg,2015-11-10
id08694,oOJohkzaFkE,1800-01-01
id08694,OSdwr_A5VVw,2015-04-23
id08694,TG7gYNE-WWs,2014-12-09
id08694,yA2VoiR40lU,2015-10-18
id08694,KWxQzUJsdhU,1800-01-01
id08694,bC1Mc6-RDyQ,2016-07-07
id08694,SkPQAnHzZZQ,2013-09-19
id08694,ZzCVQT04TNY,1800-01-01
id08694,KhC2xgFj1T0,2013-02-06
id08751,ulG72afycws,2015-12-07
id08751,tqHLLJxOoF8,2010-04-14
id08751,Qw1Hymyh7zE,2015-05-18
id08751,twR61LJ8Sq0,1800-01-01
id08751,68HWshZiipk,2009-10-09
id08751,ge33veEWYHM,2008-03-21
id08751,4rgghGMbz1g,2009-12-10
id08751,G5CHE7CTzbQ,2009-03-19
id08751,njnkBGd1dYQ,2008-03-22
id08751,b7hdSmL16KU,2015-03-01
id08751,p4J0M4gEEe8,2009-11-30
id08751,CkZJWHpWgAk,2016-09-19
